Artist,Popularity_min,Popularity_max,Popularity_mean,Popularity_var,Danceability_min,Danceability_max,Danceability_mean,Danceability_var,Energy_min,Energy_max,Energy_mean,Energy_var,Loudness_min,Loudness_max,Loudness_mean,Loudness_var,Speechiness_min,Speechiness_max,Speechiness_mean,Speechiness_var,Acousticness_min,Acousticness_max,Acousticness_mean,Acousticness_var,Instrumentalness_min,Instrumentalness_max,Instrumentalness_mean,Instrumentalness_var,Liveness_min,Liveness_max,Liveness_mean,Liveness_var,Valence_min,Valence_max,Valence_mean,Valence_var,Tempo_min,Tempo_max,Tempo_mean,Tempo_var,Genre_classical,Genre_rap,Genre_r&b,Genre_industrial,Genre_indie,Genre_opera,Genre_neo soul,Genre_orchestra,Genre_psychedelic rock,Genre_soundtrack,Genre_art pop,Genre_german hip hop,Genre_classic rock,Genre_electro,Genre_bedroom pop,Genre_electronic,Genre_art rock,Genre_alternative r&b,Genre_reggae,Genre_singer-songwriter,Key_<lambda>,Mode_<lambda>,Time Signature_<lambda>,Track_Count
"The Creator,Kali Uchis",93,93,93.0,,0.558,0.558,0.558,,0.559,0.559,0.559,,-9.222,-9.222,-9.222,,0.0959,0.0959,0.0959,,0.371,0.371,0.371,,7.49e-06,7.49e-06,7.49e-06,,0.109,0.109,0.109,,0.62,0.62,0.62,,78.558,78.558,78.558,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,1
"The Creator,Lola Young",91,91,91.0,,0.392,0.392,0.392,,0.555,0.555,0.555,,-6.707,-6.707,-6.707,,0.039,0.039,0.039,,0.287,0.287,0.287,,0.000253,0.000253,0.000253,,0.13,0.13,0.13,,0.191,0.191,0.191,,96.063,96.063,96.063,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1
The Cure,55,55,55.0,,0.462,0.462,0.462,,0.838,0.838,0.838,,-5.939,-5.939,-5.939,,0.0629,0.0629,0.0629,,0.00516,0.00516,0.00516,,0.0,0.0,0.0,,0.111,0.111,0.111,,0.671,0.671,0.671,,169.376,169.376,169.376,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,1
The Delfonics,0,0,0.0,,0.687,0.687,0.687,,0.455,0.455,0.455,,-6.963,-6.963,-6.963,,0.0298,0.0298,0.0298,,0.779,0.779,0.779,,0.0501,0.0501,0.0501,,0.0833,0.0833,0.0833,,0.37,0.37,0.37,,93.206,93.206,93.206,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,1
The Doors,61,61,61.0,,0.764,0.764,0.764,,0.48,0.48,0.48,,-13.63,-13.63,-13.63,,0.0819,0.0819,0.0819,,0.416,0.416,0.416,,0.316,0.316,0.316,,0.107,0.107,0.107,,0.705,0.705,0.705,,110.175,110.175,110.175,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1
The Dø,20,56,33.666666666666664,380.3333333333333,0.679,0.738,0.6993333333333333,0.0011223333333333309,0.562,0.827,0.6556666666666667,0.022080333333333327,-8.114,-6.373,-7.279666666666667,0.761694333333334,0.0329,0.0996,0.056333333333333326,0.0014072433333333335,0.0101,0.578,0.35769999999999996,0.09278157,1.2e-06,0.000311,0.00010836666666666668,3.0829423333333336e-08,0.0929,0.684,0.30863333333333337,0.10646190333333339,0.231,0.763,0.48433333333333334,0.07123733333333335,91.024,143.014,119.98866666666667,702.1967853333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,3
The Eddy,30,30,30.0,,0.762,0.762,0.762,,0.363,0.363,0.363,,-12.992,-12.992,-12.992,,0.0463,0.0463,0.0463,,0.0663,0.0663,0.0663,,0.0328,0.0328,0.0328,,0.0778,0.0778,0.0778,,0.467,0.467,0.467,,93.787,93.787,93.787,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
The Emotions,0,0,0.0,,0.775,0.775,0.775,,0.715,0.715,0.715,,-7.954,-7.954,-7.954,,0.0317,0.0317,0.0317,,0.112,0.112,0.112,,0.0902,0.0902,0.0902,,0.0779,0.0779,0.0779,,0.967,0.967,0.967,,115.546,115.546,115.546,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
The Flabbies,0,0,0.0,,0.643,0.643,0.643,,0.39,0.39,0.39,,-14.606,-14.606,-14.606,,0.0287,0.0287,0.0287,,0.18,0.18,0.18,,0.873,0.873,0.873,,0.147,0.147,0.147,,0.34,0.34,0.34,,96.95,96.95,96.95,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,1
The Fratellis,48,48,48.0,,0.511,0.511,0.511,,0.815,0.815,0.815,,-3.14,-3.14,-3.14,,0.144,0.144,0.144,,0.0491,0.0491,0.0491,,0.0,0.0,0.0,,0.0826,0.0826,0.0826,,0.586,0.586,0.586,,154.514,154.514,154.514,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,1
The Frights,53,53,53.0,,0.565,0.565,0.565,,0.762,0.762,0.762,,-7.713,-7.713,-7.713,,0.0309,0.0309,0.0309,,0.00546,0.00546,0.00546,,0.169,0.169,0.169,,0.623,0.623,0.623,,0.63,0.63,0.63,,99.932,99.932,99.932,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,4,1
The Game,57,57,57.0,,0.716,0.716,0.716,,0.551,0.551,0.551,,-6.987,-6.987,-6.987,,0.47,0.47,0.47,,0.167,0.167,0.167,,0.0,0.0,0.0,,0.197,0.197,0.197,,0.305,0.305,0.305,,82.393,82.393,82.393,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1
The Guess Who,42,42,42.0,,0.378,0.378,0.378,,0.505,0.505,0.505,,-10.863,-10.863,-10.863,,0.042,0.042,0.042,,0.432,0.432,0.432,,0.000226,0.000226,0.000226,,0.27,0.27,0.27,,0.415,0.415,0.415,,95.254,95.254,95.254,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,4,1
The Hacker,47,47,47.0,,0.863,0.863,0.863,,0.865,0.865,0.865,,-3.443,-3.443,-3.443,,0.0405,0.0405,0.0405,,0.00077,0.00077,0.00077,,0.015,0.015,0.015,,0.0651,0.0651,0.0651,,0.68,0.68,0.68,,124.846,124.846,124.846,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,1
The Hollywood Studio Symphony,0,0,0.0,,0.48,0.48,0.48,,0.58,0.58,0.58,,-12.69,-12.69,-12.69,,0.0368,0.0368,0.0368,,0.00879,0.00879,0.00879,,0.818,0.818,0.818,,0.101,0.101,0.101,,0.0995,0.0995,0.0995,,98.873,98.873,98.873,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,1
The Human League,81,81,81.0,,0.731,0.731,0.731,,0.738,0.738,0.738,,-8.125,-8.125,-8.125,,0.0377,0.0377,0.0377,,0.184,0.184,0.184,,0.0,0.0,0.0,,0.214,0.214,0.214,,0.958,0.958,0.958,,117.656,117.656,117.656,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,1
The Jackson 5,0,0,0.0,,0.649,0.649,0.649,,0.625,0.625,0.625,,-7.131,-7.131,-7.131,,0.032,0.032,0.032,,0.446,0.446,0.446,,0.00448,0.00448,0.00448,,0.171,0.171,0.171,,0.942,0.942,0.942,,98.311,98.311,98.311,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,1
The Jacksons,0,52,26.0,1352.0,0.754,0.771,0.7625,0.0001444999999999993,0.759,0.786,0.7725,0.00036449999999999916,-6.781,-6.299,-6.54,0.11616199999999967,0.0904,0.091,0.0907,1.7999999999999783e-07,0.0699,0.0784,0.07415,3.612499999999989e-05,0.0,0.0,0.0,0.0,0.105,0.122,0.11349999999999999,0.0001444999999999999,0.87,0.872,0.871,2.0000000000000037e-06,113.281,113.419,113.35,0.00952199999999974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,2
The Kevin Fingier Collective,8,8,8.0,,0.724,0.724,0.724,,0.796,0.796,0.796,,-6.048,-6.048,-6.048,,0.034,0.034,0.034,,0.252,0.252,0.252,,0.36,0.36,0.36,,0.0792,0.0792,0.0792,,0.964,0.964,0.964,,111.976,111.976,111.976,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
The Kiboomers,0,0,0.0,,0.182,0.182,0.182,,0.158,0.158,0.158,,-14.565,-14.565,-14.565,,0.0391,0.0391,0.0391,,0.979,0.979,0.979,,0.888,0.888,0.888,,0.0877,0.0877,0.0877,,0.0873,0.0873,0.0873,,181.106,181.106,181.106,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1
The Kinks,66,66,66.0,,0.521,0.521,0.521,,0.691,0.691,0.691,,-7.377,-7.377,-7.377,,0.0251,0.0251,0.0251,,0.0975,0.0975,0.0975,,0.0,0.0,0.0,,0.187,0.187,0.187,,0.434,0.434,0.434,,107.707,107.707,107.707,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1
The Knack,73,73,73.0,,0.586,0.586,0.586,,0.7,0.7,0.7,,-9.558,-9.558,-9.558,,0.0363,0.0363,0.0363,,0.0589,0.0589,0.0589,,0.00125,0.00125,0.00125,,0.0318,0.0318,0.0318,,0.897,0.897,0.897,,147.245,147.245,147.245,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
The Korgis,0,0,0.0,,0.369,0.369,0.369,,0.238,0.238,0.238,,-14.994,-14.994,-14.994,,0.0269,0.0269,0.0269,,0.554,0.554,0.554,,0.0425,0.0425,0.0425,,0.125,0.125,0.125,,0.0578,0.0578,0.0578,,73.899,73.899,73.899,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1
The Magician,72,72,72.0,,0.785,0.785,0.785,,0.7,0.7,0.7,,-5.811,-5.811,-5.811,,0.0406,0.0406,0.0406,,0.0182,0.0182,0.0182,,0.00237,0.00237,0.00237,,0.0823,0.0823,0.0823,,0.296,0.296,0.296,,122.032,122.032,122.032,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,1
The Magnetic Fields,53,55,54.0,2.0,0.47,0.477,0.4735,2.4500000000000043e-05,0.532,0.867,0.6995,0.05611249999999999,-8.019,-7.744,-7.8815,0.037812500000000096,0.0274,0.0885,0.05795,0.0018666049999999995,0.0183,0.731,0.37465,0.253970645,0.00283,0.0114,0.007115,3.672245e-05,0.0973,0.117,0.10715,0.00019404500000000033,0.265,0.403,0.334,0.009522000000000001,105.239,120.407,112.82300000000001,115.03411199999978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,2
The Mamas & The Papas,76,76,76.0,,0.413,0.413,0.413,,0.313,0.313,0.313,,-13.138,-13.138,-13.138,,0.0519,0.0519,0.0519,,0.791,0.791,0.791,,1.5e-06,1.5e-06,1.5e-06,,0.0727,0.0727,0.0727,,0.349,0.349,0.349,,92.515,92.515,92.515,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,1
The Mariachis,0,0,0.0,,0.659,0.659,0.659,,0.629,0.629,0.629,,-6.981,-6.981,-6.981,,0.0385,0.0385,0.0385,,0.447,0.447,0.447,,0.000133,0.000133,0.000133,,0.0607,0.0607,0.0607,,0.72,0.72,0.72,,96.142,96.142,96.142,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,4,1
The Marías,0,93,57.6,1259.2999999999997,0.705,0.829,0.7534,0.002780300000000001,0.169,0.649,0.3714,0.0369603,-16.553,-6.866,-11.482,18.954568500000004,0.0278,0.0487,0.03934,6.101300000000006e-05,0.249,0.644,0.5072,0.027431700000000003,0.0221,0.151,0.08528,0.0033847470000000004,0.11,0.257,0.1772,0.004222700000000001,0.166,0.916,0.5474,0.0768278,81.99,179.999,112.998,1510.1325689999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,4,5
The Mexicali Brass,40,40,40.0,,0.528,0.528,0.528,,0.231,0.231,0.231,,-15.658,-15.658,-15.658,,0.0356,0.0356,0.0356,,0.9,0.9,0.9,,0.915,0.915,0.915,,0.0977,0.0977,0.0977,,0.647,0.647,0.647,,97.106,97.106,97.106,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,1
The Micronauts,0,0,0.0,,0.81,0.81,0.81,,0.58,0.58,0.58,,-9.955,-9.955,-9.955,,0.0415,0.0415,0.0415,,0.0471,0.0471,0.0471,,0.917,0.917,0.917,,0.108,0.108,0.108,,0.174,0.174,0.174,,136.018,136.018,136.018,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,0,3,1
The National,51,51,51.0,,0.416,0.416,0.416,,0.096,0.096,0.096,,-23.069,-23.069,-23.069,,0.0331,0.0331,0.0331,,0.637,0.637,0.637,,0.135,0.135,0.135,,0.123,0.123,0.123,,0.204,0.204,0.204,,94.685,94.685,94.685,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1
The Neighbourhood,0,0,0.0,,0.554,0.554,0.554,,0.889,0.889,0.889,,-6.104,-6.104,-6.104,,0.0423,0.0423,0.0423,,0.19,0.19,0.19,,0.0868,0.0868,0.0868,,0.117,0.117,0.117,,0.412,0.412,0.412,,88.035,88.035,88.035,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,1
The Pirouettes,0,0,0.0,,0.758,0.758,0.758,,0.682,0.682,0.682,,-5.794,-5.794,-5.794,,0.0496,0.0496,0.0496,,0.0623,0.0623,0.0623,,0.00111,0.00111,0.00111,,0.335,0.335,0.335,,0.923,0.923,0.923,,111.963,111.963,111.963,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
The Pointer Sisters,65,65,65.0,,0.685,0.685,0.685,,0.858,0.858,0.858,,-6.496,-6.496,-6.496,,0.0348,0.0348,0.0348,,0.104,0.104,0.104,,0.000119,0.000119,0.000119,,0.147,0.147,0.147,,0.692,0.692,0.692,,92.305,92.305,92.305,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,1
The Populists,0,0,0.0,,0.698,0.698,0.698,,0.624,0.624,0.624,,-7.488,-7.488,-7.488,,0.0607,0.0607,0.0607,,0.000985,0.000985,0.000985,,0.831,0.831,0.831,,0.0502,0.0502,0.0502,,0.97,0.97,0.97,,120.015,120.015,120.015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1
The Proclaimers,72,72,72.0,,0.851,0.851,0.851,,0.551,0.551,0.551,,-5.177,-5.177,-5.177,,0.0396,0.0396,0.0396,,0.151,0.151,0.151,,0.0,0.0,0.0,,0.0827,0.0827,0.0827,,0.807,0.807,0.807,,131.922,131.922,131.922,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1
The Prodigy,1,70,48.8,827.7,0.545,0.673,0.6102000000000001,0.0036346999999999964,0.808,0.996,0.9328,0.005227199999999996,-6.183,-4.343,-5.178,0.4294654999999995,0.0435,0.0779,0.057420000000000006,0.000174372,0.000732,0.0121,0.0048724,2.14312288e-05,0.177,0.878,0.4958,0.0910552,0.037,0.283,0.1664,0.0094688,0.161,0.606,0.3962,0.03381370000000001,130.041,147.08,140.7228,43.47425719999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,4,5
The Psychedelic Furs,69,69,69.0,,0.637,0.637,0.637,,0.85,0.85,0.85,,-5.054,-5.054,-5.054,,0.0351,0.0351,0.0351,,0.00487,0.00487,0.00487,,0.00018,0.00018,0.00018,,0.152,0.152,0.152,,0.52,0.52,0.52,,126.106,126.106,126.106,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
The Pussycat Dolls,0,76,35.0,715.7142857142857,0.549,0.875,0.689875,0.012864410714285715,0.609,0.817,0.69625,0.008141928571428569,-6.272,-3.475,-4.7505,0.9351054285714293,0.0313,0.271,0.08455,0.00609877142857143,0.00542,0.185,0.0930525,0.0036921763357142855,0.0,0.00271,0.00033906750000000003,9.177674707357144e-07,0.0922,0.469,0.256025,0.01634491928571429,0.478,0.626,0.541,0.002283428571428571,83.886,210.855,126.67325,1382.554423357143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,4,8
The Rah Band,33,33,33.0,,0.63,0.63,0.63,,0.704,0.704,0.704,,-10.518,-10.518,-10.518,,0.102,0.102,0.102,,0.0703,0.0703,0.0703,,2.71e-05,2.71e-05,2.71e-05,,0.235,0.235,0.235,,0.381,0.381,0.381,,102.206,102.206,102.206,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,1
The Rasmus,76,76,76.0,,0.6,0.6,0.6,,0.796,0.796,0.796,,-4.481,-4.481,-4.481,,0.0275,0.0275,0.0275,,0.000109,0.000109,0.000109,,5.2e-05,5.2e-05,5.2e-05,,0.484,0.484,0.484,,0.75,0.75,0.75,,105.991,105.991,105.991,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1
The Revival Hour,4,4,4.0,,0.358,0.358,0.358,,0.537,0.537,0.537,,-6.557,-6.557,-6.557,,0.0271,0.0271,0.0271,,0.378,0.378,0.378,,0.0296,0.0296,0.0296,,0.49,0.49,0.49,,0.191,0.191,0.191,,159.781,159.781,159.781,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1
The Rodeo,13,13,13.0,,0.289,0.289,0.289,,0.722,0.722,0.722,,-7.106,-7.106,-7.106,,0.0499,0.0499,0.0499,,0.248,0.248,0.248,,0.0214,0.0214,0.0214,,0.168,0.168,0.168,,0.423,0.423,0.423,,72.755,72.755,72.755,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,1
The Rolling Stones,0,0,0.0,0.0,0.451,0.654,0.5525,0.020604500000000008,0.785,0.854,0.8195,0.0023804999999999968,-7.754,-5.873,-6.8134999999999994,1.7690804999999978,0.0365,0.0563,0.0464,0.00019602000000000017,0.00175,0.657,0.32937500000000003,0.21467628125000005,0.00319,0.00639,0.00479,5.119999999999999e-06,0.163,0.317,0.24,0.011857999999999997,0.514,0.531,0.5225,0.0001445000000000012,98.013,108.946,103.4795,59.76524449999992,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,4,2
The Runaways,70,70,70.0,,0.501,0.501,0.501,,0.813,0.813,0.813,,-8.192,-8.192,-8.192,,0.0639,0.0639,0.0639,,0.0455,0.0455,0.0455,,4.75e-05,4.75e-05,4.75e-05,,0.131,0.131,0.131,,0.495,0.495,0.495,,136.59,136.59,136.59,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,4,1
The Secret Trio,27,27,27.0,,0.448,0.448,0.448,,0.208,0.208,0.208,,-11.746,-11.746,-11.746,,0.0345,0.0345,0.0345,,0.955,0.955,0.955,,0.000837,0.000837,0.000837,,0.115,0.115,0.115,,0.28,0.28,0.28,,123.56,123.56,123.56,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,1
The Shacks,0,0,0.0,,0.325,0.325,0.325,,0.689,0.689,0.689,,-7.338,-7.338,-7.338,,0.0656,0.0656,0.0656,,0.0136,0.0136,0.0136,,0.515,0.515,0.515,,0.451,0.451,0.451,,0.747,0.747,0.747,,212.558,212.558,212.558,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
The Smile,0,60,30.0,1800.0,0.705,0.705,0.705,0.0,0.636,0.636,0.636,0.0,-12.483,-12.483,-12.483,0.0,0.037,0.037,0.037,0.0,0.724,0.724,0.724,0.0,0.777,0.777,0.777,0.0,0.116,0.116,0.116,0.0,0.74,0.74,0.74,0.0,93.392,93.392,93.392,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,4,2
The Smiths,25,79,65.33333333333333,432.26666666666677,0.241,0.696,0.49699999999999994,0.03515240000000001,0.229,0.846,0.5391666666666667,0.04534736666666665,-11.712,-5.9,-9.200833333333334,3.983258966666665,0.0268,0.0436,0.031316666666666666,4.07696666666667e-05,0.00102,0.863,0.2669683333333333,0.12449789849666668,0.0,0.428,0.07133485833333333,0.030530405592554415,0.0784,0.272,0.20740000000000003,0.00548,0.185,0.751,0.5208333333333334,0.045865766666666655,91.581,145.328,110.71833333333332,346.3037274666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6
The Streets,34,34,34.0,,0.552,0.552,0.552,,0.597,0.597,0.597,,-5.662,-5.662,-5.662,,0.373,0.373,0.373,,0.0331,0.0331,0.0331,,0.0,0.0,0.0,,0.148,0.148,0.148,,0.551,0.551,0.551,,63.305,63.305,63.305,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1
The Strokes,66,79,71.33333333333333,46.33333333333333,0.35,0.695,0.5113333333333333,0.03013033333333333,0.649,0.817,0.747,0.0076439999999999945,-5.294,-3.364,-4.589333333333333,1.1345453333333335,0.0336,0.0659,0.051166666666666666,0.00026684333333333344,0.000603,0.0132,0.006044333333333333,4.1875306333333335e-05,0.097,0.713,0.36433333333333334,0.09982533333333331,0.0601,0.101,0.07623333333333333,0.0004741033333333334,0.588,0.874,0.7440000000000001,0.020956000000000013,105.014,199.866,154.29633333333334,2259.5633963333344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3
The Talking Bugs,26,26,26.0,,0.726,0.726,0.726,,0.576,0.576,0.576,,-6.796,-6.796,-6.796,,0.0357,0.0357,0.0357,,0.466,0.466,0.466,,6.09e-05,6.09e-05,6.09e-05,,0.0991,0.0991,0.0991,,0.442,0.442,0.442,,82.439,82.439,82.439,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,1
The Throne,0,0,0.0,,0.791,0.791,0.791,,0.49,0.49,0.49,,-9.05,-9.05,-9.05,,0.242,0.242,0.242,,0.187,0.187,0.187,,1.95e-06,1.95e-06,1.95e-06,,0.104,0.104,0.104,,0.0499,0.0499,0.0499,,133.085,133.085,133.085,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,4,1
The Toxic Avenger,39,39,39.0,,0.615,0.615,0.615,,0.516,0.516,0.516,,-8.427,-8.427,-8.427,,0.0292,0.0292,0.0292,,0.0143,0.0143,0.0143,,0.636,0.636,0.636,,0.163,0.163,0.163,,0.101,0.101,0.101,,104.004,104.004,104.004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
The Trammps,61,61,61.0,,0.799,0.799,0.799,,0.632,0.632,0.632,,-12.364,-12.364,-12.364,,0.0332,0.0332,0.0332,,0.0293,0.0293,0.0293,,0.359,0.359,0.359,,0.103,0.103,0.103,,0.967,0.967,0.967,,128.567,128.567,128.567,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,4,1
The Undercover Dream Lovers,0,0,0.0,,0.735,0.735,0.735,,0.8,0.8,0.8,,-5.793,-5.793,-5.793,,0.0428,0.0428,0.0428,,0.718,0.718,0.718,,0.774,0.774,0.774,,0.118,0.118,0.118,,0.886,0.886,0.886,,112.983,112.983,112.983,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,1
The Voidz,61,61,61.0,,0.636,0.636,0.636,,0.634,0.634,0.634,,-10.532,-10.532,-10.532,,0.0531,0.0531,0.0531,,0.111,0.111,0.111,,0.635,0.635,0.635,,0.609,0.609,0.609,,0.189,0.189,0.189,,110.039,110.039,110.039,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,4,1
The Wailers,0,0,0.0,,0.717,0.717,0.717,,0.446,0.446,0.446,,-5.747,-5.747,-5.747,,0.0665,0.0665,0.0665,,0.427,0.427,0.427,,5.45e-05,5.45e-05,5.45e-05,,0.106,0.106,0.106,,0.693,0.693,0.693,,131.07,131.07,131.07,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,4,1
The Weather Girls,63,63,63.0,,0.705,0.705,0.705,,0.898,0.898,0.898,,-6.371,-6.371,-6.371,,0.0702,0.0702,0.0702,,0.209,0.209,0.209,,0.00118,0.00118,0.00118,,0.702,0.702,0.702,,0.656,0.656,0.656,,136.282,136.282,136.282,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,1
The Weeknd,0,87,52.25925925925926,905.9686609686609,0.37,0.773,0.6188518518518519,0.013355515669515674,0.454,0.884,0.6917407407407408,0.014430199430199428,-12.7,-4.075,-6.687111111111111,4.197598487179487,0.0273,0.282,0.08135555555555556,0.003432774871794871,0.00096,0.612,0.1769048148148148,0.038284366841310535,0.0,0.26,0.018529329259259257,0.0037209693458804985,0.0678,0.543,0.19025185185185187,0.015570781054131056,0.0812,0.905,0.4380814814814815,0.053180963874643876,74.64,186.054,124.14685185185186,1197.0249136695156,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,27
The White Stripes,8,8,8.0,,0.745,0.745,0.745,,0.466,0.466,0.466,,-7.62,-7.62,-7.62,,0.0864,0.0864,0.0864,,0.00666,0.00666,0.00666,,0.35,0.35,0.35,,0.272,0.272,0.272,,0.303,0.303,0.303,,123.889,123.889,123.889,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1
TheSecondSex,0,0,0.0,,0.561,0.561,0.561,,0.58,0.58,0.58,,-14.439,-14.439,-14.439,,0.0471,0.0471,0.0471,,0.0462,0.0462,0.0462,,0.401,0.401,0.401,,0.278,0.278,0.278,,0.449,0.449,0.449,,143.98,143.98,143.98,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1
Thee Sacred Souls,69,78,74.75,16.250000000000004,0.302,0.599,0.49075,0.017032250000000002,0.399,0.471,0.43025,0.0013275833333333319,-10.033,-8.047,-9.025,1.0822019999999988,0.0246,0.0364,0.030100000000000002,2.438000000000001e-05,0.0877,0.719,0.46992500000000004,0.08386108916666668,1.12e-06,0.0148,0.0038562325000000004,5.331451125809168e-05,0.0898,0.172,0.1262,0.001229093333333333,0.421,0.802,0.61175,0.02579425,84.127,180.852,139.2695,2000.7961656666673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Theodore Kuchar,19,19,19.0,,0.212,0.212,0.212,,0.367,0.367,0.367,,-12.272,-12.272,-12.272,,0.0455,0.0455,0.0455,,0.838,0.838,0.838,,0.00835,0.00835,0.00835,,0.0752,0.0752,0.0752,,0.175,0.175,0.175,,82.624,82.624,82.624,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,1
